st_name,stcd
三李,50630350
樱桃沟,50630451
侯寨,50630452
马寨,50630453
大田垌,50630454
郭家嘴水库,50630455
孔河,50630780
胡阡营,62011407
魏庄,62011408
新店,62021405
瓦店,62045000
黄台岗镇,62045001
三八,62045002
曾庄,62045003
武寨,62055000
大路张,62057500
忽桥,62057700
沙沃,50821500
于镇,50821600
晁村,50822500
板木,50822700
邓圈,50822701
高阳镇,50822702
柿园,50824500
平城,50824501
西寨,50824502
傅集,50824503
方庄,50824504
老庄,50824505
阳堌,50861566
十字路,50321703
射桥,50321704
前张桥,50321705
张铁,50321706
小任庄,50321800
高杨店,50321801
东和店,50321802
前楼,50321803
万寨,50321900
平舆,50321950
郭楼,50321951
柳庄,50321952
玉皇庙,50321953
杨埠,50321954
小吴庄,50321955
李屯,50321956
大许,50321957
万金店,50322000
辛店,50326208
老王岗,50326209
小李湾,50326650
高楼,50603207
曹坑,50624617
王事业楼,50827400
彭园,50827901
徐隆店,50900554
张阁,50921000
郭庄(商丘),50961431
郑阁,51232580
上乐,31003603
后河,31003604
正面(多),31005486
曲里,31022052
孙杏村,31022053
虎掌沟,31022054
秦庄,31022056
西柳位,31022057
倪湾,31022064
李源屯,31022065
张王屯,31022075
东良村,31022076
西拴马,31022251
李家沟,31022252
靳庄,31022253
雪白庄,31022254
白寺,31022255
神头,31022256
黄山,31022257
大谷驼,31022258
猴头脑,31022259
顿坊店,31022260
吴村,31020650
周庄,31020653
上马庄,31020654
赵和庄,31020655
平甸,31020900
西寨山,31020950
西沟,31021021
谷浴寺,31021022
官山,31021100
白草岗,31021150
褚丘,31021151
五里窑,31021200
回龙,31021201
龙水梯,31021202
黄水口,31021450
新乡庄,31021451
苗固,31021452
高庄,31021500
外河水库,31021501
东张飞城,31021502
大枣园,31021503
张村,31021510
丁庄,31021540
茅草庄,31021550
后庄水库,31021599
四里厂,31021600
上八里,31021601
白云寺,31021602
鸭口,31021603
张雷,31021604
占城,31021605
新村(辉县),31021606
辉县,31021650
百泉,31021651
胡桥,31021652
南观营,31021653
后窑,31021654
冯窑,31021655
赵凝屯,31021656
尚厂,31021705
穆家营,31021706
峪河,31021707
南寨,31022850
后庄,31022855
齐王寨,31022871
秋沟,31022872
北岸泉,31022873
坝前,31022874
要街,31022900
南坪,31022910
沙窑,31022911
南窑,31022912
郭亮水库,31022913
西沙岗,31022930
山怀,31022931
莲花水库,31022932
韩口,31022940
叶县,50608920
金龙咀水库,50608921
灰河营,50608923
姚王,50608924
张侯庄,50608925
后邓,50627517
遵化店,50627518
洪庄杨乡,50627520
水寨,50628250
廉村,50628251
任店,50628252
小河郭,50628253
高庄,50628900
水牛杜,50628921
邓李乡,50628922
旧县,50628950
杨令庄,50628951
蛮子营水库,50628952
刘东华,50628953
罗圈湾,50628954
赵岭,50628955
常村乡,50628956
夏李南,50628957
仙台镇,50628958
后李,50628959
半截楼,50628960
南房庄,50629152
梅林,50302151
立新,50303700
程楼,50303701
盘古,50303702
口门,50304000
上曹,50304001
马湾(泌阳),50322051
耿庄,50322181
乔楼,50322200
对谷窑沟,50322250
稻谷田,50322300
林子岗,50322350
贾楼,50322500
陡岸,50322501
蚂蚁沟,50322600
桃花店,50322650
崔湾,50322651
刘河,50322652
双庙,50322800
时庄,50322900
毛胡张,50322901
春水,50322902
下陈,50323100
石灰窑,50323101
下碑寺,50323102
林庄,50323150
沙河店,50323400
小周庄,50323609
枣园岗,50324800
何庄,50324801
柳树王,62017010
郭集,62017101
马道(泌阳),62017102
古城,62017111
沟李,62017112
褚湾,62017113
马斗沟,62053300
羊进冲,62053400
邓庄,62053500
铜峰,62053600
罗沟,62053601
柳河,62053800
郑庄,62053801
周庄,62053802
王店,62053900
岳王岗,62053901
高邑,62053902
马谷田,62054000
王冲,62054001
郭岗,62054002
孙庄,62054003
西陈庄,62054004
山后,62054005
二铺,62054100
栗园,62054200
小高庄,62054201
吉岗,62054202
官庄,62054700
郭明吴,62054903
上冯,62054904
曹庄,62054905
黄陂桥,62054906
后龚庄,62054907
石羊城,62054908
秦老庄,62054909
杨家集,62054910
东岳庄,62054911
赊湾,62054912
大磨,62054913
西王庄,62054914
闵庄,62054915
穆庄,62054916
田庄,62054917
程店,62077809
崇阳,41630900
故县水库,41605600
竹园沟,41612113
言里,41612114
牛头,41612115
陈吴庙,41612116
焦河,41612117
南丈,41612124
小洼,41612125
赵村,41612134
沟门,41612135
程家岭,41612136
石板河,41612400
杜河,41612401
胜利口,41612402
窑沟,41612403
连山,41612404
孟家峪,41612405
坡根,41612406
吴窑,41612407
马店(洛阳),41612408
石窑,41612409
中河,41612410
马村,41612411
陕庄,41612412
牛庄(洛阳),41612413
河底,41612414
铁炉坪,41612415
新庄(洛阳),41612416
上高村,41612417
底张,41612418
柴窑,41612419
郭庄(洛阳),41612420
马营,41612421
金山庙,41612422
安坡,41612423
马营山,41626001
瓦庙,41626002
沟沿,41626003
三龙庙,41626004
连山,41626005
上戈,41631000
洛宁,41632680
鳔池,41632681
蒿坪,41632682
潮天浪,41632683
小石介,41634400
苇子村,41634401
北至,41646507
惠济区,50606607
黄河游览区,50606612
老鸦陈,50606613
古荥,50631256
徐庄,50631502
马渡,50631503
夏庄,50631504
毛庄(郑州),50661348
白寨,50630250
小王庄,50630700
小南岗,50630740
尖山,50632150
密县,50632200
北召,50632201
杨岗,50632202
崔沟,50632203
东瓦店,50632204
饮虎泉,50632300
刘沟,50632301
王村,50632350
平陌,50632351
黄寨,50632352
龙潭水库,50632353
大潭嘴,50632400
玉皇庙,50632401
马武寨,50632402
黄湾寨,50632403
刘寨,50632404
岳村,50632500
驼腰,50632501
曲梁,50632550
杨庄,50632551
坡刘,50637941
杨庄,50621900
千户寨,50621901
五虎赵水库,50621902
林庄,50621903
观音寺镇,50621904
北靳楼,50621905
东郭寺,50621906
刘店,50627983
小洪沟,50631302
郭家庄,50631303
郭店,50631304
孟庄,50631305
孟庄水厂,50631306
新郑机场,50631307
人和寨,50632651
新郑水利局,50632652
梨河,50632653
和庄,50632654
八千水厂,50632655
龙王,50632656
薛店,50632850
常刘,50662218
彰新寨,62016002
东田,62016003
贾寨,62016004
栗盘,62016005
井楼,62017011
朱集乡,62017114
桥头镇,62017601
湾刘水库,62026201
郝寨镇,62026202
圭章水库,62026203
百亩堰水库,62026204
半坡水库,62026205
陌陂,62052400
半坡,62052700
饶良,62053100
苗店镇,62053101
坑黄,62053200
林扒,61949100
邓县,62014400
郭王,62024402
半坡水库,62024403
城区,62024404
寨上,62031801
龙堰,62031802
单坡,62031803
张村,62047500
邓县(1),62047600
大王集,62049100
穰东,62050000
构林,62051200
夏屯(新),50302500
和庄,50304300
韩庄,50304301
老君庙,50304302
石庄,50304303
贾庄,50321550
板店,50321901
留盆,50321902
罗店,50324900
常兴,50325762
官庄,50325763
和孝店,50325900
马乡,50325901
任庄,50325902
王岗,50326201
三里店,50326202
三门闸,50326203
金铺,50326204
余店,50326450
安阳城,31020301
待王镇,31020302
西韩王,31020306
指挥寨,50604002
问十,50630150
大陈,50634852
石龙区,50603205
大庄,50624752
召陵区,50604003
韩庄,50634801
邓襄,50634802
归村,50634851
梅山,50500350
黄岗,50220065
熊营,50220066
铁铺水库,50222360
陈围,50500706
田庙,50500707
铁铺水库,50500708
陈围,50500850
陈淋,50523000
石佛,50523300
武庙集,50523400
平阳,50523401
院墙岗,50523402
锁口,50523403
刘楼,50523404
凉亭,50523405
袁围,50523406
夹河,50523407
二道河(信阳),50523600
方集,50523700
郭陆滩,50523800
胡楼,50525254
棠堆,50525255
乐道冲,50525256
赵岗,50525270
黄家岗,50525290
甄湾,50525291
冯岗,50525292
西陈集,50525293
罗围,50525294
花集,50525295
臧集,50525296
上庄,50525297
方岗,50525298
土门岭,50525310
五尖山,50525380
钓鱼台,50525381
桂岗,50525382
马罡,50525700
宋集,50525800
胡族,50526000
杨集,50526200
桥沟,50526600
田庙,50526601
安山,50526800
陈集,50526900
阳邵,31025441
北照市,31025442
清丰,31120200
后二庄,31120201
大流,31120250
杨村,31120301
张林子,31123451
大什字,31123452
马村,31123453
赵楼,31123455
仙庄,31123550
高庄(濮阳),31123560
小河,50627150
冢头,50627151
李渡口,50627152
安良,50627153
团造,50627154
白庙,50627155
寨子,50627156
韩店,50627200
山头赵,50627201
平盘,50627202
山头张,50627203
任庄,50627204
纸坊,50627205
西大街,50627206
北三郎庙,50627207
任刘庄,50627208
茨芭,50627209
前庄,50627210
黄道,50627211
李口,50627353
李口东南,50627510
小张庄,50627511
郏县(巡),50627650
刘武店,50627900
东官庄,50606201
李庄,50624950
达店,50625000
吴庄,50625001
庹庄,50625002
神林,50625003
善庄,50625004
张庄,50625050
油坊庄,50628450
四里店,50628500
大田庄,50628550
母猪窝,50628600
拐河,50628650
南王庄,50628651
黄土岗,50628652
果木庄,50628653
板凳沟,50628700
横山马,50628750
马道(方城),50629000
韩山庄,50629001
花园,50629002
金汤寨,50629050
吴沟,50629100
范沟,50629150
范沟水库,50629151
小史店,50629200
三岔口,50629201
北竹园,50629210
东沟(方城),50629211
王店,50629220
治平,50629300
梁城,50629310
小刘庄,50629350
独树,50629450
郭林,50629451
小辛庄,50629452
牛世隆,50629453
扬子村庄,50629454
马岗,50629455
烟庄水库,50629457
古庄店(平),50629459
蔡岗,50629500
刘岗,50629550
小周庄,62044800
维摩寺,62051700
赵庄,62051800
罗汉山,62051900
景湾,62051901
后楼,62051902
栗园河,62051903
平高台,62052000
杨集,62052100
小周庄,62052101
中封,62052102
青石坡,62052103
陈茨园,62052104
前刘庄,62052105
方城,62052200
三道河,62052201
明理,50622301
张庄,50622302
钱桥,50622450
程庄,50622500
东只乐,50622501
屯沟,50622502
柳寨,50622503
刘庄,50622504
任营,50622505
郭营,50622506
柏梁镇,50622508
蔺庄,50622509
戴岗,50631901
杜郎,50664303
石大沟,31005651
口上,31022800
临淇,31022950
泽下,31022951
七峪,31022952
白泉,31022953
黄洛池,31022954
大峪,31023000
南沟,31023001
茶店,31023050
郭家屯,31023051
李家寨,31023052
牛窑沟,31023301
石板沟,31023302
小店（安阳）,31023400
兴泉,31023401
姚村,31024500
栗家沟,31024501
北杨,31024502
石楼,31024550
黄华,31024551
桃园,31024552
田西峪,31024553
高家台,31024560
南陵阳,31024600
林县,31024650
小屯,31024750
北采桑水库,31024751
嵩园,31024752
王家庄,31024753
东姚,31024800
北坡,31024801
老里沟,31024802
李家厂,31024803
河顺,31025000
吴家井,31025001
留马村,31025002
官庄北水库,31025003
马家岩,31029010
盘龙山,31029011
牛岭山,31029012
石板岩,31029050
桃花洞,31029051
车佛沟,31029052
惠泉,31029053
任村,31029200
东岗,31029201
砚花水,31029202
西卢寨,31029203
王目,31029204
百石湾,31029205
李滩店,50825900
刘柿庄,50825901
关桥,50825902
柘城,50826400
安平,50826551
郑庄,50826552
远襄,50826553
李集,50826555
大仵,50827200
后十门李,50827201
袁西,50827202
陈杨庄,50867416
和庄(商丘),50825800
唐洼,50826554
郭屯,50827101
袁庄,50827401
孔集,50827600
后吕庄,50827601
郭子敬,50827602
葛伯屯,50866411
蔡家沟,41625913
涧北沟,41629201
骨朵,40912200
窑峪,40922100
北沟,40922101
南盘,40922102
秋凉河,40922150
尧头,40927151
官道口,40927950
鱼池,40927951
瓮观,40927952
松木,41605001
桑树沟,41612100
金架沟,41612101
新坪,41612102
郭埝,41612103
杨眉河,41612104
张家村,41612110
潘河,41612111
十字路,41612112
下河,41612151
鸟桥,41612152
山岔,41612153
汪草沟,41612154
橡子沟口,41612155
泥沟口,41612156
马楼驼,41612157
头峪,41612311
清河,41622110
后虎峪,41622111
桦栋树,41622112
耿家,41622113
横涧,41622116
木桐沟,41624800
沙河,41624900
葫芦湾水库,41624901
官坡,41625800
沟口,41625801
龙驹,41625900
庙台,41625910
石家,41625911
白花,41625912
熬家,41625920
兰草,41625940
兰东,41625941
磨沟口,41625942
安坪,41625943
拐峪,41625950
三关,41625951
石断河,41625960
夜长坪,41625961
西虎岭,41625962
曲里,41625963
育林,41625964
乱石,41625965
东河(卢氏),41626201
岗头,41626202
两岔口,41626203
前村,41628000
李子坪,41628100
温口,41629000
毛庄,41629200
熊耳,41629300
义节沟,41629500
阴坡根1,41629511
大石河,41629600
磨上,41629601
太平,41629602
三门,41646500
水电局,41646501
白玉沟,41646502
何窑,41646503
王湾,41646504
冯家岭,41646505
清涧,41646506
后刘家,41646508
高庄,41646509
前窑,41646510
通河,41646511
文峪,41646512
刘家庄,41646513
刘家村,41646514
大干,41646520
薛家沟,41646521
马庄,41646522
阴坡根2,41646523
乱石板村,41646524
瓦房院,41646531
马跑泉,41646532
干江河,41646533
范里,41646550
铁锋,41646551
东坪,41646552
杨庄(卢氏),60003460
魏王坪,60003470
胡家庄,62003471
高河,62006100
朱阳关,62007500
坡根,62007501
低里坪,62008220
双槐树,62008230
雷家庄,62008411
金家庄,62008412
撞子沟,62023820
大坪,62023830
磨沟(卢氏),62023840
狮子坪,62028000
里曼坪,62028200
瓦窑沟,62028400
庙上,62028410
颜子河,62028500
叶家庄,62028501
东沟,62028510
下庄科,62028520
柳树湾(卢氏),62028560
阳坡,62028561
大块地(卢氏),62028570
西大坪,62028580
漂池,62028590
小到回沟,62028591
龙泉坪,62028600
观沟,62028610
杨庄,62028640
香山(卢氏),62032800
西川,62032801
中桃花,62032802
马连,62032803
瓦穴子,62032804
毛坪,62032805
黄坪,62033400
当中院,62033401
小沟河,62033402
黄营,50633950
丁集,50633951
申营,50635750
前邓楼,50635751
官会,50635850
官会,50635851
李寨,50636300
小郑营,50636350
项城,50636450
吴老庄,50668278
钓鱼台,40912260
雁坎,41612120
酒店,41612133
磨沟,41612137
南沟门,41612138
铁岭,41612139
马窑,41612140
胡家村,41612141
杨山,41612148
山湾,41644601
新南,41644602
养子沟,41644610
寨沟,41644620
磙子坪,41644630
上河,41644640
汉秋,41644641
大石窑,41644642
重渡,41644650
龙峪湾,41644660
郭店,41644670
白沙洞,41644671
杨庄(洛阳),41644680
红庙,41644700
杨树坪,41644701
三联,41644710
陶湾,41644800
庄科,41644801
肖圪垯,41644810
马圈,41644960
庙子,41646000
白土,41646400
北沟,41646410
下岔,41646411
坡前,41646420
大坪水库,41646430
阳庄沟,41646431
蒿坪沟,41646432
西羊道,41646460
白狮,41646600
朱家村,41646601
长庄,41646602
鸭石,41646603
康山,41646604
均地沟,41646605
孤山,41646606
合峪,41647600
水沟,41647601
官庄,41647602
合峪,41647604
庙湾(栾川),41647610
三川,62033000
黎明,62033100
栗树沟,62033110
东坡,62033120
上牛栾,62033130
火神庙(栾川),62033140
马阴,62033141
南泥湖,62033150
龙潭（栾川）,62033170
叫河,62033200
浚县食品厂,31006513
白寺,31023950
北王庄,31024000
夏庄,31024001
马庄,31024002
黄辛庄,31024003
屯子,31024007
南井固,31024010
张七营,31024011
刘堂,31024012
牛四马湖,31024013
侯村,31024014
李海屯,31024016
浚县,31024017
大榆柳,31024018
埽头,31024019
迎阳铺,31024100
龙口,31024253
庄头,31024254
善堂,31025413
湾子,31025420
马村,41427456
李新店,50222300
杨湾,50222351
潘集,50222352
薄庄,50222353
北泉寺,50222354
黑刘庄,50222452
金沟,50222453
双河乡,50222454
李塔,50222455
顺山店,50222456
乌石嘴,50222457
河西袁庄,50222458
臧集,50323600
胡楼,50323603
彭楼,50323604
橡林,50323605
大赵庄,50324400
吴李庄,50324450
柴岗,50325050
西王楼,50325051
段庄,50325100
陈楼,50325200
石滚河,50325250
小李庄,50325251
袁棚,50325252
下沟,50325253
高庄,50325254
刘楼,50325300
瓦岗,50325400
大甘庄,50325451
猴庙,50325550
驴尾沟,50325551
新安店,50325650
董埠口,50325750
白庙,50325751
大王楼,50325752
陈门店,50325753
蒋庄,50325754
任店,50325755
大陈庄,50325756
土门林区,50325757
普会寺,50325758
白庄,50325759
留庄镇,50325760
石龙山,50325761
确山,50325800
张大圆,50325850
刘店,50325880
获嘉,31021050
赵吴巷,31021701
史庄,31021702
西彰仪,31021703
黄堤,31021704
忠义,31021850
亢村北街,31021902
上涧,40912290
河南庄,40912300
坡头,40912310
后涧,40912320
四龙庙,40912330
峪峒,40912340
张沟,40912350
北段村,41421400
东庄沟,41421402
关底,41421403
南岭,41421404
五爱,41421405
鱼脊粱水库,41622120
南涧水库,41622121
石泉,41622122
杜家门,41622123
天池,41626603
渑池,41641000
南马村,41641001
陈村,41641002
裴窑,41641003
南坻坞,41641004
南泉水库,41641005
柳庄,41641010
仁村,41641011
雷沟,41641012
茹窑,41641013
寺庄坪,41641014
谷水,41641015
高岭,41641016
义昌,41641017
上西,41641018
小庄,62012201
黄楝,62012401
三岔口,62012605
郑庄,62012650
北马庄,62020801
贾沟,62022401
花坪,62022402
竹园(南召),62040600
乔端,62040700
白阴沟,62040701
穆老庄,62040702
玉葬,62040800
河口,62040810
沙石,62040830
胡柱,62040840
大青,62040850
天云,62040851
南河,62040852
九崖,62040853
小街,62040900
钟店,62041000
献房,62041001
余坪,62041200
焦园,62041400
马市坪,62041500
竹园庙,62041510
傲坪,62041520
菜园,62041600
粮食川,62041610
寨坡,62041611
康庄,62041612
杨盘(南召),62041620
李家庄,62041630
李家庄,62041700
羊马坪,62041800
仓房,62041801
二道河(南召),62041900
苗庄,62042100
花子岭,62042200
和平沟,62042320
五垛,62042340
白草垛,62042421
四棵树镇,62042500
南河店镇,62042600
火神庙(南召),62042620
申沟,62042621
下店,62042700
斗垛,62042800
上官庄,62042900
马窝,62042901
东花园,62042950
柏林阉,62042980
下石笼,62043000
留山,62043300
郭庄,62043600
云阳,62043700
老庙,62043750
铁佛寺,62043780
杨西庄,62043800
建坪,62043900
回龙沟,62043901
分水岭,62043910
小店(南召),62044000
核桃园,62044001
杨树坪,62044010
小庄(新),62044200
磁塔崖水库,62044630
百间房,31020299
山阳水利局,31020307
焦作水利局,31020308
鹤壁水利局,31026501
盘石头水库（坝下）,31005660
鹤壁水利局,31006501
杨邑水库,31006503
淇滨区政府,31006504
耿寺,31006505
淇滨区职教园区,31006506
谭峪,31006507
马横岭,31006508
野猪泉,31006509
肖横岭,31006511
许沟,31006512
淇滨区南部综合功能服务区,31006515
杨小屯,31022413
安乐洞,31023651
太极图（南山）,31023652
申屯,31024250
将军泉,31024912
濮城,41427700
龙王庄,41427800
颜村铺,41427801
杨集,41427802
东张,41427803
丁石王,41427804
平昌关,50100200
羊山新区,50201903
平桥区,50201904
崔山,50220020
山头,50220021
廖庄,50220041
丁庄,50220081
杨楼,50220083
新集,50220084
吴堂,50220085
尚河,50220086
韩场,50220087
回龙寺,50220101
肖曹店,50222450
梁湾,50222451
刘集,50223626
新集(1),50223627
王庄,50223628
段湾,50223629
兴龙,50223640
陆庙,50223645
洋河,50223650
前楼,50223651
龙岗,50223652
沈庄,50223653
苏双楼,50223654
张新店,50223655
王店,50223656
连丰,50223657
陈畈,50223658
潘寨,50223659
蔡堂水库,50223660
郝堂,50223910
王寨,50500700
蔡堂水库,50500701
王寨,50526801
长洲河水库（长河桥）,50203351
郭家河,50224140
卡房,50224250
卡房(1),50224251
王畈,50224252
墨河,50224300
沙石湾,50225800
红柳,50225951
西畈,50227200
河铺,50227201
余河,50227202
董店,50227203
余畈,50227204
金河,50227205
朱洼,50227206
泗店,50227300
陈店乡,50227311
李泵,50227312
塘畈,50227350
田铺,50227400
朱冲,50227550
杨湾,50227750
裴河,50227800
浒湾,50227900
刘湾(新县),50227910
付冲,50227920
王里河水库,50227930
周河,50227950
熊湾,50227951
长岗,50227952
九里冲,50227960
八里畈,50228100
陡山河,50228400
刚店,50228411
连康山,50228412
北杨湾,50228413
南金,50228414
白马山,50228416
邵山,50228417
王沟水库,50228420
吴陈河,50228500
卜店,50229450
卜店,50229451
沙窝,50229550
雷山水库,50229551
毛铺,50229554
周单庄,62023656
孙楼,62023657
焦岗村,62023658
康营,62023659
沙堰,62050400
新野,62050500
大性,31024300
大江窑,31024301
伏道二街,31024302
吴指挥营,31024303
高汉,31024350
北张贾,31024351
西关,31024352
枣园,31024353
胜利街,31024354
任固六街,31024355
报马厂,31024356
葛庄,31024358
赵庄,31024359
封丘,41425900
水车里,41425901
黄陵,41426300
黄陵(墒情),41426301
陈桥,41426302
孙庄,41426303
鲁岗,41426304
曹岗,41426305
油坊,41426306
李庄,41426307
尹岗,41426308
留光,41426309
司庄乡,41426310
獐鹿市,41426352
张贾,41426353
应举,41426354
陈固,41426355
小沙,41426356
居厢,41426357
黄德,41426358
岳寨,41426359
赵岗,41426360
窄口(电站),40902700
南朝,40903001
文峪,40912100
五里村,40912110
大湖,40912120
高家岭,40912130
尚庄,40912140
秦村,40912150
峪口,40912160
卫家磨,40912170
下湾,40912180
南朝,40912190
东庙,40912210
崔家山,40912220
美山,40912230
运头村,40912240
秦池,40912390
梨子沟,40922103
东村,40922104
张家沟,40922105
石门水库,40922106
下坡头,40922107
郭村,40922111
河西,40922112
米河,40922151
孟家河,40922152
窝头,40922153
寺庄,40922201
堡里,40922202
庙上,40922203
杜家寨,40922204
马河,40922211
南村,40922212
涧东,40922213
北坡头,40922214
武家山,40922215
新文村,40922216
横渠,40922217
赵吾,40922218
秦岭金矿,40922219
灵湖水库,40922251
后凹,40922252
水泉原,40922253
西北营,40922254
大阎,40922255
焦寨原,40922256
芦家坟水库,40922902
西王,40922903
朱家窝,40922904
桥沟,40922905
干解原,40927150
大村,40927245
蒲阵沟,40927246
王家,40927247
阎家驮,40927248
西小河,40927249
石坡湾,40927250
南庄里,40927251
铁佛寺,40927252
柿树岭,40927253
犁牛河,40927300
董家埝,40927350
巨兴,41622115
莫河水库,41922121
阌乡,41922122
下源,41922123
东横涧,41922124
洛阳水利局,41607201
城角,41607207
田山,41607208
马沟,41607210
北张集,31025450
后平邑,31120300
南高庄,31120302
寺庄,31120303
曹村,41423050
仓田,41423051
前河,41423052
袁山,41423053
安桥,41423054
前河,41423055
火虫驿,41429204
五头镇,41607204
磁涧,41609400
东山底,41612118
南腰,41612119
养士,41612121
上孤灯,41612122
庙头,41612442
郭峪,41612443
南林庄,41612444
奎门,41612445
阎湾,41612446
陈湾,41629202
火虫驿,41629203
土古洞,41629204
保方,41422233
中王占,41422234
前庄,41422235
前赵,41424802
大张,41424803
南龙盘,41424804
神农山,41424810
常平,41424820
杨庄河,41424830
云台村,41424840
逍遥水库,41424870
西王曲,41424897
沁阳,41424900
宋寨,41424902
王庄,41424903
东向,41424904
杨河,41424905
道口,41424906
草店镇,50220169
毛楼,50220022
固庙,50220050
桐柏,50220150
党庄,50220151
刘湾(桐柏),50220152
下刺园,50220153
邓庄(桐柏),50220154
郭庄,50220155
斗秤钩,50220156
陈刘店,50220157
柳扒,50220158
魏岗,50220159
下毛,50220160
桑树湾,50220161
石头庄,50220163
姚河,50220164
馆驿,50220165
芦老庄水库,50220166
彭沟,50220167
西十里,50220168
龙潭河水库,50220170
石头畈,50220171
彭坎,50220172
响潭,50220173
朱庄,50220174
新集,50220250
吴城,50220350
月河店,50220400
黄岗,50220550
潘庄,50220600
固县,50220650
回龙寺,50220750
湖山,50220752
张畈,50220753
毛集,50220800
泉水湾,62027801
栗子园,62027802
栗园水库,62027803
张楼,62027805
江河,62027806
新城镇,62027807
青山扒水库,62027808
新城,62055500
吴井,62055700
鸿仪河,62056100
安棚,62056900
内黄集,50825100
常马口,50825101
郝楼,50825102
吴屯水库,50825202
尹店集,50825300
民权,50826700
伯党,50826800
北关,50826850
老庄,50826851
张平楼,50826852
程庄,50826853
王桥,51262521
周寨,50820300
小城,50820301
孙营,50820700
北孙营,50820701
四所楼,50820702
通许,50820800
竖岗,50820801
玉皇庙,50820802
柳屯,31123400
东陈庄,31123454
鲁五星,31123456
东邢屯,41423400
王辛庄,41427400
刘拐,41427551
杨岗上,41427552
八公桥,41427553
中子岸,41427554
白堽,41427555
庆祖,41427556
于寨,41427558
李家屯,41427559
谷楼,41427560
徐镇,41427600
于庄,41427702
李兴楼,50320800
翟庄,50320801
伍庄,50320802
沈寨,50320803
坡李,50320804
高竹园,50320805
古泉山,50320806
赵庄,50320807
张台,50323300
李尧,50323301
高魏楼,50323302
嵖岈山,50323350
阳丰,50323750
陈庄,50323751
流水店,50323752
文城,50323753
玉山,50323754
连庄,50323758
李集,50323802
神沟庙,50323950
张吴楼,50323951
花庄,50324100
桐木沟,50324351
和兴,50324352
东火龙庙,50324353
常庄,50324354
石寨铺,50324905
徐堡,41422236
武德镇,41422237
北保丰,41422238
赵堡,41422239
温县,41424800
喜合,41424801
黄庄,41424805
招贤,41424806
岳村,41424807
番田,41424811
前杨磊,41424812
北冷,41424813
北冶,41702403
尚武,41702404
河沟王,50631500
影寺,31004630
大高村,31020256
田坪,31020350
后河,31020351
孤山,31020352
长岭,31020353
当阳峪,31020354
西村,31020400
孟泉,31020450
外窑,31020460
一斗水,31020470
金岭坡,31020600
东岭后,31020601
云台山,31020610
沙墙,31020651
方庄,31020652
二十里铺,31021607
李万,31021608
王屯,31021609
郇封,31021610
青龙峡,31024310
葡萄峪,31024320
周庄,31024901
修武水利局,31024902
马集,50229250
薛庄,50229251
刘大园,50229252
张庄,50229300
期思,50230500
唐营子,50230501
邓营,50230502
芦庄,50230503
防胡,50327000
赵集,50327100
济源水利局,41401801
西石露头,41401802
东官桥,41401803
李庄,41401804
桐花沟,41421710
孝庄,41422210
三岔河,41422211
大沟河,41422230
清涧,41422231
栗树沟,41422232
店留,41422243
卫佛安,41422244
刘腰,41423210
黄背角,41423211
双房,41423212
七沟河,41423213
邵原,41423214
柴家庄,41423215
赵圪塔,41423216
小沟背,41423217
铁山,41423218
下韩旺,41423219
下冶,41423220
破山石,41423221
北吴彦,41423222
韩彦,41423223
牛湾,41423224
江水河,41423225
大鼓石,41423226
上韩旺,41423227
西门,41423310
逢北,41423311
东河(济源),41423330
迎门,41423331
天坛山水库,41423332
清虚宫,41423333
乱石,41423334
小横岭,41423335
东沟,41423336
仙口,41423337
王拐,41423338
水洪池,41423339
堂岭,41423340
交地,41424100
虎岭,41424250
下观,41424260
玉皇庙,41424261
郑坪,41424262
原昌,41424263
南姚上水库,41424264
曹庙,41424265
中王,41424266
张金,41424267
承留镇,41424268
北樊,41424269
竹园(济源),41424300
雪樊,41424301
雁门,41424570
泰山,41424890
大社,41424891
白龙庙,41424892
白涧寺,41424893
李景用庄,41424894
西正,41424896
梨林,41424901
牛王滩,41424909
化村,41424911
莲东,41424912
洛阳,41607200
洛阳水文局,41607202
中州渠管理处,41607203
三岔口(洛阳),41612448
董窑,41612449
赤仓,50820200
杏花营,50820201
仙人庄,50820202
汪屯,50820203
于良砦,50820204
朱仙镇,50820600
樊庙,50820703
吴寨,50820704
三赵,50820705
仇楼,50822501
南北堤,50823300
陈留,50823700
张楼,50823701
小庄,50824100
扫东,50824101
万隆,50824102
张湾,50824103
柳园,50824104
王段庄,50824105
八里湾,50824200
曲兴,50824400
惠北,50863156
前沙滩,50863186
牛心温,41422590
町店,41732600
西冶,41730801
钓鱼台,41732603
芹池,41730600
横河雨水站,41400880
羊泉,41731202
横河,41422600
润城,41730800
洞底,41732400
董封,41730602
窑头,41731600
桑园村,41422610
黄龙庙,41424000
蟒河雨水站,41703630
神坪,41733400
西山村,41733670
辛安,31028905
大山,31029140
大坪,31028955
豆峪,31028960
和峪,31028970
北耽车,31029000
黄花,31028945
石城,31028950
实会,31028900
杏城村,31029115
北甘泉水库,31007585
榔树园,31028935
七字沟,31029155
车当,31028930
鹞坡,31028938
石窑滩,31029159
芣兰岩,31029135
寺头,31029150
石匣水库,31007550
张峰,41727400
郑村,41730401
南瑶,41730020
南窑,41730000
关门,41727600
油房,41729000
土沃,41730601
土沃,41731200
大将,41726210
应郭,41730201
上杨庄,41729400
山泽,41729200
王寨,41728000
卫村,41727200
上梁,41730200
石桥,41728600
